order_id,distance_km,weather,traffic_level,restaurant_load,courier_experience_years,hour,weekday,delivery_time_min
1178,3.03,rain,high,low,9.5,22,3,27.4
1179,15.46,snow,low,high,1.6,14,1,80.5
1180,11.28,sunny,high,medium,3.7,19,2,51.6
1181,19.3,snow,high,medium,,23,4,91.1
1182,7.5,,medium,medium,1.9,9,2,49.7
1183,13.02,rain,medium,low,8.2,18,2,39.7
1184,18.71,sunny,medium,low,7.7,18,2,56.7
1185,2.95,Sunny,HIGH,medium,5.1,11,4,32.4
1186,18.81,Sunny,HIGH,medium,5.6,22,3,76.3
1187,14.07,RAIN,high,high,1.1,11,0,81.9
1188,2.29,snow,high,medium,5.8,8,1,40.4
1189,6.72,snow,low,low,8.0,19,1,32.9
1190,14.46,sunny,,low,6.0,3,6,49.1
1191,2.28,Sunny,high,low,3.0,0,2,18.1
1192,12.06,RAIN,medium,high,6.8,15,3,53.9
1193,7.57,sunny,medium,medium,3.9,0,4,33.3
1194,12.8,snow,medium,low,5.7,12,0,60.1
1195,1.87,Sunny,medium,high,5.1,2,0,24.0
1196,17.56,RAIN,medium,high,4.1,11,2,80.5
1197,19.5,rain,low,low,7.3,22,2,62.2
1198,19.41,Sunny,low,high,8.9,8,4,57.3
1199,15.24,RAIN,low,high,0.5,3,6,64.7
1200,3.47,sunny,medium,low,,1,4,5.8
1201,15.41,,HIGH,high,5.4,21,5,85.3
1202,1.47,RAIN,medium,low,7.2,21,4,9.4
1203,1.42,RAIN,medium,low,8.6,8,2,9.0
1204,7.15,snow,low,high,4.9,19,3,50.6
1205,10.28,Sunny,medium,low,8.4,23,2,16.5
1206,15.64,snow,low,low,2.2,12,6,65.5
1207,13.98,rain,medium,medium,2.0,13,2,58.8
1208,9.47,RAIN,high,low,6.7,2,0,48.4
1209,6.2,snow,HIGH,medium,,17,4,49.9
1210,19.95,Sunny,HIGH,medium,9.0,8,1,70.2
1211,9.1,rain,low,medium,6.6,14,4,35.6
1212,9.58,sunny,,medium,5.5,21,5,42.5
1213,4.11,snow,HIGH,high,3.6,23,3,51.2
1214,16.1,rain,low,high,9.8,9,3,66.3
1215,14.18,sunny,,low,3.5,16,4,40.2
1216,5.19,snow,medium,low,7.6,12,4,29.1
1217,2.57,rain,high,low,5.6,0,2,26.4
1218,13.93,rain,HIGH,high,6.3,10,1,68.7
1219,13.44,snow,medium,medium,4.2,4,6,64.8
1220,6.19,rain,low,high,9.7,8,2,41.5
1221,19.07,RAIN,medium,high,5.9,6,0,81.8
1222,3.87,snow,medium,low,9.4,6,0,21.0
1223,9.21,rain,HIGH,low,0.6,1,3,41.5
1224,18.93,sunny,HIGH,low,5.9,18,3,69.7
1225,8.97,sunny,low,medium,7.3,19,1,20.1
1226,13.13,RAIN,high,medium,7.6,17,3,59.6
1227,8.55,snow,high,high,,9,5,62.6
1228,6.21,rain,medium,medium,0.5,4,0,35.5
1229,19.7,rain,low,low,,15,1,68.1
1230,8.78,sunny,high,medium,5.0,22,0,39.6
1231,17.99,RAIN,high,medium,0.8,4,4,88.1
1232,5.37,sunny,medium,medium,9.8,14,4,17.1
1233,5.05,,low,medium,2.6,21,1,26.2
1234,1.59,,high,low,5.0,15,2,31.0
1235,13.38,snow,HIGH,low,1.1,3,5,69.0
1236,8.0,rain,HIGH,high,5.5,13,6,55.8
1237,17.42,snow,medium,high,4.1,23,5,98.1
1238,9.99,Sunny,medium,high,0.9,16,6,43.1
1239,19.4,Sunny,medium,medium,3.7,16,3,69.7
1240,4.52,Sunny,medium,medium,4.2,20,6,23.3
1241,17.5,RAIN,high,low,9.9,15,1,61.4
1242,15.76,sunny,low,high,2.5,8,5,55.3
1243,15.65,snow,,low,5.7,1,6,74.3
1244,17.05,rain,medium,high,9.9,10,3,78.4
1245,15.46,Sunny,high,high,8.0,14,0,68.9
1246,12.9,snow,medium,high,9.9,2,6,59.9
1247,3.49,Sunny,medium,medium,9.7,23,2,17.1
1248,1.62,Sunny,low,high,5.2,15,3,6.7
1249,18.5,rain,HIGH,high,7.1,20,4,90.6
1250,12.72,RAIN,medium,medium,1.5,18,6,50.3
1251,16.13,sunny,high,high,4.7,21,4,72.8
1252,10.15,RAIN,low,medium,,5,0,42.0
1253,3.23,,high,medium,5.3,13,1,31.2
1254,3.38,RAIN,low,low,7.2,4,3,8.9
1255,14.03,snow,low,medium,7.6,4,6,60.7
1256,9.18,snow,medium,medium,2.9,5,6,54.3
1257,4.81,sunny,medium,medium,8.8,17,0,12.5
1258,10.34,rain,medium,high,4.9,21,6,54.5
1259,2.22,sunny,HIGH,low,2.5,17,4,23.8
1260,12.06,RAIN,HIGH,high,8.7,18,6,72.6
1261,6.11,snow,high,medium,4.5,1,6,58.5
1262,16.15,Sunny,medium,medium,7.6,16,4,59.1
1263,6.9,Sunny,HIGH,low,5.7,0,4,26.2
1264,179.3924102963872,snow,medium,low,4.1,8,2,52.0
1265,1.22,sunny,HIGH,medium,8.2,12,2,10.7
1266,2.38,rain,HIGH,medium,6.1,3,4,46.5
1267,8.46,sunny,low,high,,4,5,35.8
1268,10.12,snow,,medium,1.5,22,1,64.6
1269,12.4,snow,medium,high,9.0,17,2,57.6
1270,6.54,rain,HIGH,low,0.8,9,3,47.6
1271,14.2,RAIN,medium,high,8.7,3,2,62.7
1272,17.34,RAIN,HIGH,medium,3.9,12,3,81.7
1273,15.82,rain,medium,high,6.6,12,2,69.6
1274,1.75,RAIN,low,high,9.3,16,4,18.5
1275,10.13,Sunny,medium,low,1.9,7,6,31.6
1276,2.99,RAIN,,high,5.9,3,3,26.4
1277,5.6,RAIN,high,medium,7.8,22,6,46.8
1278,19.75,RAIN,medium,high,7.7,2,6,78.2
1279,3.71,Sunny,medium,high,5.5,10,1,35.8
1280,10.48,RAIN,medium,high,6.4,11,2,54.1
1281,12.74,Sunny,low,medium,7.7,8,2,43.0
1282,14.35,rain,medium,high,8.5,14,4,68.6
1283,11.63,sunny,medium,medium,7.7,12,3,29.8
1284,1.19,rain,HIGH,high,3.9,4,5,32.1
1285,7.2,sunny,high,low,10.0,4,4,21.2
1286,10.84,rain,low,low,4.6,18,6,29.3
1287,2.67,sunny,HIGH,low,0.7,10,3,20.1
1288,7.66,sunny,low,medium,3.9,8,2,25.4
1289,1.63,snow,HIGH,medium,1.7,2,2,48.1
1290,2.49,sunny,high,medium,1.7,17,2,28.3
1291,8.54,sunny,HIGH,high,3.2,12,2,51.8
1292,3.52,snow,low,medium,1.0,11,0,41.5
1293,11.78,RAIN,medium,medium,7.0,8,2,53.4
1294,14.1,RAIN,medium,medium,1.2,9,2,72.4
1295,16.21,snow,high,medium,2.4,12,5,88.7
1296,4.8,Sunny,low,low,1.4,19,5,5.0
1297,4.18,sunny,low,high,1.1,19,3,28.4
1298,2.99,sunny,low,low,3.0,12,6,16.7
1299,13.09,snow,high,high,5.9,21,2,87.3
1300,14.42,snow,medium,high,9.7,8,2,77.9
1301,1.6,Sunny,HIGH,low,8.8,23,3,9.7
1302,18.79,RAIN,high,medium,8.8,9,6,82.4
1303,1.99,rain,HIGH,low,2.2,18,2,34.9
1304,11.28,RAIN,medium,high,3.0,5,2,58.6
1305,14.47,sunny,high,high,1.2,6,4,69.5
1306,17.55,snow,medium,medium,7.9,14,0,77.4
1307,14.57,Sunny,HIGH,low,1.2,21,3,62.1
1308,16.23,RAIN,low,high,5.8,18,4,53.0
1309,7.45,Sunny,low,low,2.9,13,5,17.9
1310,16.48,RAIN,HIGH,medium,2.8,15,6,68.3
1311,2.52,sunny,low,medium,9.9,13,1,5.0
1312,18.0,rain,HIGH,high,7.7,19,1,93.2
1313,11.4,,high,medium,8.5,1,5,42.9
1314,16.53,Sunny,high,high,5.9,8,0,71.1
1315,9.59,rain,high,high,8.8,2,6,61.5
1316,13.23,Sunny,low,medium,6.6,5,6,43.7
1317,11.0,Sunny,medium,medium,9.5,4,1,38.4
1318,14.9,RAIN,low,low,3.2,13,0,51.0
1319,2.55,RAIN,low,low,6.2,14,1,13.1
1320,2.15,rain,medium,high,7.1,17,1,30.6
1321,5.69,sunny,medium,low,4.2,16,6,13.5
1322,4.03,Sunny,medium,high,8.9,8,4,12.7
1323,17.56,sunny,medium,medium,9.8,18,6,48.4
1324,5.17,rain,low,medium,5.2,22,1,33.5
1325,19.54,rain,HIGH,low,4.2,8,6,89.6
1326,7.4,RAIN,high,high,5.0,15,5,55.7
1327,4.46,Sunny,HIGH,high,8.6,5,0,40.1
1328,16.0,snow,low,low,6.6,7,2,58.6
1329,13.52,rain,medium,high,0.9,2,6,71.2
1330,10.47,Sunny,high,high,5.7,21,6,51.5
1331,11.55,sunny,high,medium,0.7,4,2,60.9
1332,14.66,RAIN,HIGH,high,7.9,6,2,71.3
1333,5.34,sunny,low,high,3.6,22,0,22.2
1334,19.93,rain,low,high,5.0,0,0,79.0
1335,19.52,rain,low,low,8.1,21,2,62.9
1336,13.36,sunny,high,low,0.9,20,5,54.8
1337,4.79,rain,HIGH,low,2.0,3,1,34.6
1338,13.92,Sunny,,high,4.3,15,2,62.1
1339,2.37,rain,high,high,2.7,13,3,35.4
1340,1.58,RAIN,medium,low,3.7,0,6,13.0
1341,5.9,Sunny,HIGH,low,10.0,3,0,19.9
1342,9.79,snow,medium,high,8.3,9,3,62.2
1343,17.5,rain,low,high,8.9,10,3,61.0
1344,14.82,rain,,medium,9.4,6,0,68.5
1345,15.11,RAIN,HIGH,low,3.7,3,6,62.9
1346,9.08,RAIN,low,high,3.3,0,2,45.7
1347,7.57,sunny,HIGH,low,2.7,0,5,40.7
1348,8.05,sunny,high,low,8.4,16,4,16.7
1349,19.77,sunny,HIGH,low,7.0,9,3,59.8
1350,1.76,RAIN,low,medium,2.7,4,2,19.3
1351,17.47,sunny,medium,high,4.1,6,4,67.5
1352,11.99,sunny,high,high,5.3,7,6,51.1
1353,9.33,snow,medium,low,5.5,1,3,43.9
1354,14.78,sunny,high,high,8.9,8,2,68.5
1355,10.25,rain,low,medium,4.1,3,3,37.0
1356,17.6,RAIN,high,low,9.1,11,2,72.3
1357,18.11,Sunny,medium,medium,4.7,10,6,57.1
1358,9.01,snow,high,medium,7.6,4,5,50.5
1359,6.26,RAIN,low,high,9.3,11,6,36.7
1360,12.25,RAIN,high,high,9.1,20,1,67.1
1361,18.33,rain,medium,medium,1.0,3,1,68.5
1362,5.0,sunny,low,high,2.5,12,6,24.3
1363,12.84,rain,medium,medium,5.0,21,0,63.1
1364,13.0,sunny,high,medium,4.6,0,4,58.8
1365,14.93,sunny,HIGH,low,6.6,17,6,57.4
1366,3.5,RAIN,medium,medium,9.5,3,6,15.4
1367,14.6,sunny,high,medium,1.6,3,3,70.0
1368,18.27,snow,HIGH,high,4.8,7,3,91.9
1369,4.41,snow,HIGH,low,2.3,19,2,38.5
1370,5.51,snow,low,high,9.0,5,4,44.9
1371,19.46,RAIN,HIGH,low,9.7,3,3,65.1
1372,4.44,rain,medium,high,5.0,3,4,44.9
1373,17.23,Sunny,medium,medium,1.5,10,6,55.6
1374,10.35,sunny,HIGH,low,8.0,8,4,31.6
1375,5.7,Sunny,high,low,7.1,13,1,29.3
1376,17.54,rain,medium,low,,3,3,59.8
1377,9.46,rain,medium,low,8.9,12,3,36.7
1378,10.78,RAIN,low,high,9.8,5,0,40.0
1379,7.83,snow,high,high,5.8,12,4,65.1
1380,12.27,snow,HIGH,low,5.9,2,2,68.4
1381,4.11,rain,high,low,3.3,22,1,29.1
1382,8.43,RAIN,low,low,6.1,6,6,33.1
1383,19.42,RAIN,low,high,4.7,0,0,75.8
1384,5.9,sunny,high,low,3.4,10,1,29.2
1385,13.48,snow,low,low,1.1,1,2,54.1
1386,7.18,rain,low,low,2.9,4,0,24.2
1387,15.7,Sunny,low,high,2.4,23,1,55.0
1388,3.49,snow,high,medium,5.6,21,2,42.7
1389,19.43,sunny,low,medium,6.2,13,5,65.6
1390,9.62,RAIN,HIGH,high,6.3,12,0,66.9
1391,5.48,rain,HIGH,medium,4.2,15,2,45.7
1392,2.4,snow,medium,low,4.5,22,0,23.5
1393,4.23,Sunny,HIGH,low,8.4,14,3,13.4
1394,10.88,sunny,medium,high,5.0,2,3,41.8
1395,7.4,sunny,high,high,9.9,5,1,38.8
1396,16.75,snow,low,medium,4.7,8,4,73.0
1397,9.19,Sunny,HIGH,medium,6.7,2,5,44.6
1398,5.73,sunny,medium,low,1.0,12,6,21.1
1399,12.73,rain,high,high,6.7,12,4,73.0
1400,14.43,sunny,medium,medium,8.6,21,6,49.6
1401,4.17,Sunny,low,medium,9.5,6,6,6.3
1402,4.18,RAIN,HIGH,low,10.0,4,6,31.0
1403,1.7,RAIN,high,low,3.2,7,2,21.3
1404,14.99,snow,medium,low,6.0,7,0,65.7
1405,13.61,Sunny,high,low,4.8,21,3,50.2
1406,10.02,sunny,medium,medium,5.9,6,4,35.9
1407,17.04,sunny,medium,high,2.0,18,6,66.9
1408,16.31,RAIN,low,high,8.6,6,3,69.8
1409,12.12,RAIN,low,low,9.1,22,6,32.4
1410,17.5,rain,medium,low,,3,5,68.7
1411,4.91,,HIGH,medium,3.2,9,2,49.9
1412,3.13,rain,high,low,1.8,12,5,34.5
1413,6.13,sunny,,high,7.0,3,5,38.4
1414,2.08,rain,low,low,3.5,18,2,7.9
1415,11.09,rain,HIGH,high,9.1,9,0,52.4
1416,18.8,snow,medium,low,6.9,6,5,75.8
1417,1.75,RAIN,low,low,6.6,4,4,5.0
1418,3.32,rain,medium,high,5.8,2,6,28.1
1419,9.59,sunny,medium,medium,0.9,21,2,42.4
1420,18.74,Sunny,low,medium,9.4,21,2,49.8
1421,7.01,rain,HIGH,low,6.5,21,6,39.3
1422,10.64,RAIN,high,low,9.9,1,3,47.3
1423,1.79,snow,low,high,5.6,10,1,41.7
1424,3.82,sunny,HIGH,high,7.2,9,5,33.8
1425,19.75,snow,medium,low,1.0,22,4,80.3
1426,19.34,Sunny,low,high,6.5,12,0,64.8
1427,1.09,rain,high,medium,7.8,6,5,23.0
1428,19.08,rain,high,medium,7.9,9,6,89.2
1429,13.14,RAIN,medium,high,7.8,3,0,61.9
1430,17.49,rain,low,high,2.6,21,3,77.3
1431,9.64,sunny,high,high,9.8,19,5,53.9
1432,10.8,Sunny,low,medium,10.0,15,0,23.2
1433,10.29,snow,high,low,1.2,19,5,57.3
1434,13.67,Sunny,medium,high,,5,2,49.6
1435,3.65,rain,medium,high,3.2,8,5,30.0
1436,1.57,snow,low,high,7.0,12,4,29.3
1437,6.85,RAIN,HIGH,low,3.7,6,5,30.2
1438,14.39,Sunny,HIGH,high,9.7,17,0,54.8
1439,4.84,snow,medium,high,1.5,13,4,58.8
1440,13.8,snow,high,medium,5.2,21,0,79.2
1441,19.43,snow,HIGH,high,4.6,4,6,111.8
1442,2.78,sunny,medium,medium,3.6,21,6,15.9
1443,13.78,Sunny,high,low,6.6,12,1,48.1
1444,9.43,snow,high,high,1.7,23,1,77.3
1445,17.49,Sunny,HIGH,high,7.3,7,4,91.7
1446,4.37,snow,medium,medium,9.8,14,6,38.6
1447,14.16,RAIN,high,low,8.1,18,1,53.6
1448,16.92,RAIN,high,low,8.7,8,1,67.4
1449,18.95,RAIN,low,medium,3.9,5,2,69.9
1450,13.98,rain,low,low,3.6,22,0,51.2
1451,10.45,snow,HIGH,low,5.4,13,1,69.2
1452,12.74,rain,low,low,0.9,22,4,50.1
1453,17.51,Sunny,medium,low,9.5,9,2,44.3
1454,11.84,rain,HIGH,low,1.9,8,6,67.6
1455,1.58,Sunny,HIGH,low,9.1,16,1,5.0
1456,18.69,Sunny,low,low,1.3,12,5,53.2
1457,14.1,Sunny,high,low,8.3,16,6,51.8
1458,13.85,rain,medium,high,1.9,18,4,65.3
1459,5.1,snow,medium,medium,0.9,12,0,46.0
1460,13.52,rain,medium,low,7.3,8,6,43.3
1461,8.48,snow,HIGH,medium,3.2,0,5,63.4
1462,13.37,snow,medium,low,7.3,0,6,52.9
1463,133.70613078272072,Sunny,high,low,5.8,4,1,17.5
1464,13.5,rain,high,high,1.5,7,4,77.1
1465,19.99,snow,low,medium,9.4,17,5,82.3
1466,1.92,RAIN,medium,medium,4.8,3,4,23.9
1467,19.57,snow,HIGH,high,7.5,21,3,103.4
1468,8.73,RAIN,low,high,5.3,0,6,45.6
1469,17.54,rain,high,medium,6.2,14,5,75.0
1470,15.87,rain,medium,low,3.4,19,4,60.2
1471,11.77,rain,high,low,2.4,3,5,58.4
1472,15.03,snow,low,medium,5.7,8,3,53.1
1473,17.69,sunny,high,low,4.7,21,0,62.6
1474,8.68,snow,medium,high,4.2,23,0,64.4
1475,7.21,snow,medium,high,6.9,19,6,49.8
1476,13.68,,low,high,7.1,9,2,51.9
1477,16.35,Sunny,medium,medium,0.9,23,5,61.7
1478,15.48,snow,high,medium,3.7,14,3,82.0
1479,16.16,RAIN,high,medium,4.4,2,4,77.9
1480,9.28,Sunny,HIGH,low,1.4,1,2,39.3
1481,16.54,snow,HIGH,medium,2.7,21,5,89.8
1482,3.28,sunny,HIGH,medium,1.0,4,2,29.3
1483,11.35,RAIN,high,high,10.0,23,5,64.8
1484,1.11,rain,high,low,7.5,0,6,26.1
1485,7.17,snow,low,low,1.3,10,6,37.8
1486,7.96,snow,HIGH,high,0.7,11,0,77.6
1487,8.53,RAIN,high,low,7.3,2,4,40.3
1488,14.21,Sunny,low,medium,4.7,22,3,42.5
1489,8.38,Sunny,high,low,8.0,15,6,28.6
1490,9.53,Sunny,low,high,9.3,13,0,24.0
1491,5.51,rain,HIGH,low,6.2,11,2,36.6
1492,8.09,RAIN,HIGH,high,2.3,19,1,62.9
1493,5.32,RAIN,HIGH,medium,7.9,15,6,39.3
1494,2.39,Sunny,high,medium,9.6,20,2,25.4
1495,12.47,Sunny,high,high,6.0,7,1,68.5
1496,13.7,sunny,low,medium,7.0,16,5,46.2
1497,12.77,sunny,medium,medium,3.7,16,0,44.7
1498,9.81,snow,medium,low,4.1,6,5,48.1
1499,8.22,snow,HIGH,medium,7.5,14,3,52.6
1500,17.4,RAIN,medium,high,9.3,8,4,71.3
1501,10.86,RAIN,HIGH,medium,6.5,3,6,56.8
1502,10.1,rain,low,low,8.0,7,1,33.4
1503,1.49,rain,medium,high,2.1,9,6,26.6
1504,7.48,sunny,medium,medium,2.5,14,4,29.6
1505,8.22,snow,HIGH,medium,5.6,22,5,51.5
1506,8.58,sunny,low,medium,2.2,17,0,26.5
1507,12.02,sunny,medium,high,6.5,13,0,52.7
1508,11.14,snow,medium,low,3.3,4,5,49.0
1509,12.55,rain,medium,high,8.0,8,5,66.8
1510,15.53,snow,low,high,8.2,12,0,76.8
1511,16.45,Sunny,low,low,4.9,18,3,46.0
1512,14.64,Sunny,medium,high,2.2,10,1,67.9
1513,19.15,Sunny,HIGH,high,6.6,11,4,78.9
1514,1.35,RAIN,HIGH,medium,9.9,2,2,20.5
1515,4.72,rain,medium,high,6.4,1,6,36.0
1516,1.14,rain,low,medium,0.8,22,5,10.9
1517,13.3,RAIN,medium,high,0.7,21,5,75.0
1518,18.06,sunny,low,medium,3.5,14,6,55.2
1519,5.63,Sunny,medium,medium,2.4,4,0,22.2
1520,18.61,Sunny,low,medium,8.2,6,4,49.8
1521,2.15,sunny,high,low,8.5,3,4,11.3
1522,18.75,snow,HIGH,high,3.0,4,3,103.2
1523,7.68,snow,high,high,3.6,15,1,68.0
1524,2.93,rain,HIGH,high,2.7,14,3,44.8
1525,10.23,RAIN,low,low,9.1,15,3,32.5
1526,5.88,rain,high,medium,5.3,3,4,37.8
1527,6.41,snow,HIGH,high,6.7,5,1,62.3
1528,6.84,sunny,medium,low,,17,1,18.7
1529,16.26,rain,low,low,6.5,2,1,41.0
1530,11.24,Sunny,,high,4.2,21,6,38.3
1531,6.91,Sunny,medium,medium,3.7,23,0,24.3
1532,12.6,sunny,medium,low,6.5,4,1,43.4
1533,14.61,snow,HIGH,high,6.1,1,4,88.8
1534,6.18,Sunny,low,medium,3.3,22,6,22.9
1535,8.86,Sunny,HIGH,low,1.9,15,0,36.9
1536,3.32,RAIN,medium,low,4.0,5,2,17.6
1537,4.44,rain,low,high,4.4,14,5,27.1
1538,13.94,snow,,high,6.5,17,3,72.4
1539,4.45,rain,HIGH,medium,9.2,5,1,41.2
1540,10.98,snow,HIGH,high,0.8,12,2,75.4
1541,14.47,Sunny,HIGH,high,2.8,23,1,67.1
1542,3.03,RAIN,low,medium,2.3,12,3,28.0
1543,11.78,rain,medium,high,5.3,0,4,63.6
1544,5.87,Sunny,medium,medium,4.6,15,4,20.5
1545,19.3,snow,HIGH,medium,7.4,3,3,96.8
1546,10.19,rain,HIGH,medium,2.8,16,2,57.0
1547,16.31,rain,HIGH,high,6.1,17,0,75.9
1548,11.45,Sunny,HIGH,medium,8.9,15,5,53.2
1549,1.82,rain,high,high,9.2,0,5,34.9
1550,13.03,RAIN,high,medium,9.6,5,5,58.7
1551,19.08,RAIN,high,high,7.8,10,0,88.8
1552,143.35748952714795,Sunny,HIGH,medium,9.1,5,1,43.5
1553,16.56,snow,HIGH,low,2.7,16,3,78.6
1554,17.8,Sunny,medium,low,2.4,3,3,62.7
1555,5.33,RAIN,low,low,0.6,13,0,34.6
1556,5.03,sunny,medium,medium,7.2,13,2,12.9
1557,12.61,sunny,high,high,9.4,19,5,54.6
1558,8.81,rain,medium,medium,2.3,7,6,45.7
1559,16.96,rain,HIGH,medium,6.6,21,3,76.0
1560,18.1,sunny,high,medium,7.6,1,4,62.4
1561,7.72,RAIN,high,medium,9.3,4,4,47.3
1562,5.5,rain,low,high,6.6,3,6,37.2
1563,15.83,Sunny,low,medium,9.7,9,3,47.1
1564,6.22,Sunny,high,low,,19,5,32.9
1565,16.63,RAIN,high,low,3.8,23,5,70.7
1566,9.05,rain,medium,low,5.7,20,5,40.3
1567,13.68,Sunny,high,medium,4.1,2,2,60.8
1568,2.82,rain,HIGH,high,0.5,15,4,40.4
1569,12.85,rain,medium,high,7.5,9,2,52.2
1570,9.58,Sunny,HIGH,high,7.6,14,0,51.2
1571,12.15,sunny,HIGH,medium,7.6,3,1,55.8
1572,4.19,Sunny,HIGH,high,3.8,0,5,40.2
1573,15.0,RAIN,high,low,5.5,21,0,66.3
1574,17.39,snow,low,high,3.9,14,1,77.2
1575,5.12,Sunny,low,medium,0.7,9,6,21.9
1576,2.82,rain,HIGH,medium,5.8,19,4,39.2
1577,1.45,rain,high,high,1.7,21,1,44.5
1578,13.2,Sunny,medium,medium,1.3,17,1,50.6
1579,12.53,snow,HIGH,high,7.7,15,3,81.3
1580,11.39,Sunny,medium,high,0.6,20,1,54.6
1581,5.41,snow,,low,9.6,8,3,35.6
1582,8.43,snow,high,medium,5.4,23,1,61.9
1583,12.3,RAIN,high,low,9.8,18,3,50.0
1584,10.44,rain,low,medium,1.1,16,4,41.8
1585,19.77,rain,low,high,6.0,9,4,83.2
1586,3.59,snow,high,medium,-5.0,18,1,43.5
1587,14.21,rain,HIGH,high,,7,6,73.6
1588,8.68,sunny,low,medium,3.9,18,6,32.4
1589,9.14,snow,medium,low,3.0,4,2,57.8
1590,14.63,rain,HIGH,low,8.6,1,6,59.7
1591,14.16,sunny,medium,high,,14,4,64.5
1592,19.83,RAIN,high,low,0.7,16,0,83.8
1593,3.44,,medium,high,4.2,9,6,32.5
1594,2.98,sunny,HIGH,high,6.7,20,0,44.7
1595,14.76,Sunny,high,high,2.9,20,3,64.7
1596,11.99,Sunny,HIGH,medium,,21,2,67.1
1597,6.21,sunny,medium,high,-5.0,1,5,45.6
1598,2.51,snow,HIGH,low,6.1,8,3,32.3
1599,2.63,snow,high,medium,7.7,1,1,43.9
1600,17.99,rain,medium,low,4.4,17,6,56.7
1601,4.65,Sunny,medium,high,4.5,11,4,31.5
1602,7.14,snow,low,high,1.3,14,2,56.5
1603,5.31,snow,low,low,2.4,20,3,37.4
1604,7.74,Sunny,HIGH,medium,2.0,19,3,40.8
1605,2.32,RAIN,low,low,5.1,5,0,11.6
1606,10.86,snow,low,high,5.5,17,1,63.4
1607,2.28,sunny,low,medium,9.5,12,3,5.0
1608,128.77588317275925,rain,low,high,1.2,3,0,79.2
1609,5.44,snow,high,high,6.2,11,2,59.5
1610,11.26,snow,high,low,5.5,8,3,63.9
1611,17.72,RAIN,low,high,5.4,1,5,67.5
1612,13.37,sunny,HIGH,low,,15,5,36.3
1613,11.13,rain,high,medium,2.5,0,0,55.7
1614,7.16,snow,low,high,0.9,3,5,58.4
1615,7.33,rain,high,high,6.9,14,1,49.8
1616,13.72,Sunny,medium,medium,3.8,19,4,52.2
1617,19.89,snow,high,low,0.7,0,5,102.1
1618,13.57,snow,high,high,2.9,19,2,91.1
1619,11.6,Sunny,HIGH,medium,3.4,14,3,54.9
1620,14.88,RAIN,high,high,6.4,2,0,80.2
1621,9.84,snow,HIGH,low,2.1,12,3,67.5
1622,2.14,rain,medium,low,,17,4,17.7
1623,11.68,sunny,low,low,5.1,12,3,32.2
1624,19.19,rain,HIGH,low,4.9,9,3,73.9
1625,4.33,RAIN,high,medium,9.8,19,0,28.3
1626,14.11,sunny,high,high,0.9,23,4,68.7
1627,4.82,rain,HIGH,medium,9.5,6,2,33.4
1628,11.18,rain,medium,low,6.0,7,0,39.5
1629,2.84,Sunny,low,low,8.1,0,6,5.0
1630,9.56,RAIN,high,low,4.6,17,4,34.6
1631,15.37,Sunny,medium,low,,11,4,44.3
1632,7.6,sunny,low,high,8.9,17,3,30.8
1633,13.63,Sunny,low,low,9.0,23,1,33.6
1634,16.11,RAIN,high,high,2.8,11,1,80.9
1635,18.62,snow,HIGH,low,2.4,19,2,96.7
1636,5.46,snow,high,high,5.2,8,3,53.2
1637,8.59,sunny,high,high,9.1,1,1,43.1
1638,3.9,snow,high,low,3.6,13,0,40.8
1639,295.0819816113188,Sunny,medium,medium,,3,2,61.9
1640,18.61,sunny,HIGH,medium,7.2,14,3,76.0
1641,11.26,,medium,medium,7.9,16,5,46.4
1642,17.0,sunny,high,medium,5.9,18,0,67.5
1643,10.9,sunny,HIGH,medium,4.3,5,1,53.9
1644,12.85,rain,low,low,9.7,8,1,33.7
1645,2.69,rain,HIGH,low,6.3,16,1,24.7
1646,15.35,sunny,high,low,7.4,14,1,60.6
1647,3.43,snow,HIGH,low,,4,4,42.6
1648,16.7,rain,low,low,6.9,17,5,46.3
1649,15.86,RAIN,low,low,2.9,22,2,49.8
1650,14.47,Sunny,HIGH,high,2.8,3,2,74.5
1651,1.69,rain,low,high,7.3,20,1,15.7
1652,6.76,sunny,medium,low,5.5,23,2,16.3
1653,6.0,snow,HIGH,low,7.0,1,5,45.6
1654,7.84,Sunny,low,high,3.1,18,0,34.9
1655,2.67,rain,low,high,6.2,4,0,33.0
1656,18.8,snow,HIGH,low,4.7,3,6,73.5
1657,11.52,snow,medium,high,6.2,4,2,69.5
1658,6.8,snow,HIGH,medium,3.3,18,1,57.0
1659,8.54,sunny,low,medium,7.3,12,3,30.4
1660,9.5,RAIN,HIGH,medium,8.2,15,5,49.5
1661,12.41,snow,low,high,3.0,11,1,67.6
1662,10.8,Sunny,high,low,3.4,8,4,43.3
1663,18.47,rain,HIGH,low,6.8,23,3,68.9
1664,10.44,Sunny,HIGH,low,7.1,15,5,34.8
1665,19.85,sunny,low,high,7.2,13,4,65.2
1666,17.18,sunny,low,high,7.0,21,2,66.4
1667,4.96,Sunny,low,medium,4.2,0,4,14.4
1668,18.68,RAIN,low,high,4.3,19,2,72.4
1669,3.21,sunny,HIGH,medium,2.9,22,4,26.1
1670,16.53,sunny,low,medium,2.0,20,3,54.2
1671,8.23,Sunny,HIGH,low,7.1,3,4,40.1
1672,17.68,sunny,medium,high,,8,1,67.5
1673,17.49,RAIN,HIGH,low,9.4,23,2,78.7
